"pmid","journalTitle","citedByCount"
"30127641","Cancer Manag Res",10
"28204819","Int J Mol Med",10
"23935733","Exp Ther Med",10
"26092691","Mamm Genome",10
"19758470","BMC Bioinformatics",10
"21226925","BMC Syst Biol",10
"30044467","Genet Mol Biol",10
"26734052","Front Plant Sci",10
"31196178","Microbiome",10
"24271397","Nucleic Acids Res",10
"28495611","Brain Behav Immun",10
"26439698","Oncotarget",10
"28407486","Cell Host Microbe",10
"20495000","Bioinformatics",10
"28338822","J Exp Bot",10
"28355207","PLoS Negl Trop Dis",10
"20565893","BMC Syst Biol",10
"27779685","Mol Med Rep",10
"28225587","Anal Chem",10
"29793947","Clin Cancer Res",10
"24286337","Arthritis Res Ther",10
"29740076","Sci Rep",10
"23066841","BMC Bioinformatics",10
"23049964","PLoS One",10
"21995939","Source Code Biol Med",10
"28654422","Oncotarget",10
"28232751","Nat Commun",10
"29807908","Mol Syst Biol",10
"27050457","Autophagy",10
"29636770","Front Genet",10
"30833725","Nat Microbiol",10
"27484480","Nucleic Acids Res",10
"23092287","BMC Complement Altern Med",10
"30773478","EBioMedicine",10
"29449587","Sci Rep",10
"29463727","Proc Natl Acad Sci U S A",10
"26317985","PLoS One",10
"25949214","Proteome Sci",10
"23284928","PLoS One",10
"27993792","Ann Oncol",10
"29378907","Mol Cancer Res",10
"24223639","Exp Ther Med",10
"27774052","Front Cell Neurosci",10
"27681389","Biol Direct",10
"28261350","J Cancer",10
"28176851","Sci Rep",10
"27568004","Nucleic Acids Res",10
"29295978","Nat Commun",10
"30558641","Mol Neurodegener",10
"25942456","J Acquir Immune Defic Syndr",10
"29258882","Osteoarthritis Cartilage",10
"29363612","Mol Cell Proteomics",10
"21806842","J Biomed Semantics",10
"22724003","PLoS One",10
"29262657","Oncotarget",10
"29208638","EMBO Mol Med",10
"22629282","Front Genet",10
"26691437","Cancer Inform",10
"27716043","BMC Microbiol",10
"26629988","PLoS One",10
"19491310","Nucleic Acids Res",10
"25887273","BMC Genomics",10
"28934485","Nucleic Acids Res",10
"23475987","Genetics",10
"27574447","Onco Targets Ther",10
"28599600","J Neurotrauma",10
"22415777","Mol Syst Biol",10
"28725026","Sci Rep",10
"26371044","Cancers (Basel)",10
"28744145","Onco Targets Ther",10
"26880213","BMC Genomics",10
"22969026","Proteomics",10
"28715471","PLoS One",10
"26814186","Mol Cell Proteomics",10
"27272010","Sci Rep",10
"21745399","BMC Syst Biol",10
"28499069","Plant Biotechnol J",10
"30021884","Mol Cell Proteomics",10
"23155442","PLoS One",10
"28521626","Virulence",10
"24903482","Leukemia",10
"29959327","Nat Commun",10
"24463367","Biol Open",10
"23006927","BMC Microbiol",10
"25960133","Acta Pharmacol Sin",10
"26583019","Front Plant Sci",10
"25948583","Nucleic Acids Res",10
"26480058","OMICS",10
"29177108","J Drug Metab Toxicol",10
"28662698","BMC Biol",10
"24802635","J Chem Inf Model",10
"25936407","Mol Med Rep",10
"28378742","Sci Rep",10
"24319055","Mol Cell Proteomics",10
"29899737","Front Microbiol",10
"26421679","PLoS Genet",10
"24194525","J Biol Chem",10
"28262832","Sci Rep",10
"28225791","PLoS One",10
"28266549","Sci Rep",10
"28560257","NPJ Schizophr",10
"28461270","Mol Plant",10
"29719546","Front Plant Sci",10
"21996254","BMC Res Notes",10
"27986719","Appl Environ Microbiol",10
"29636436","mBio",10
"25798291","Quant Biol",10
"26702038","Proc Biol Sci",10
"26719057","Oncol Rep",10
"20957103","Int J Mol Sci",10
"28045465","Transl Psychiatry",10
"22873350","BMC Syst Biol",10
"22929016","BioData Min",10
"24102824","Genes Brain Behav",10
"19420069","Bioinformatics",10
"24145753","Int J Mol Sci",10
"23762142","Evid Based Complement Alternat Med",10
"29466423","PLoS One",10
"27848120","Cell Stress Chaperones",10
"24067359","Mol Genet Metab",10
"22638576","Nucleic Acids Res",10
"22021903","Bioinformatics",10
"31171447","Neuron",10
"29437835","Circ Res",10
"27804979","Sci Rep",10
"27757173","Clin Epigenetics",10
"27822204","Front Microbiol",10
"23874666","PLoS One",10
"29440259","Genes Dev",10
"21600245","Mol Biochem Parasitol",10
"27534615","Genes Immun",10
"23226412","PLoS One",10
"25565969","Front Cell Neurosci",10
"26045558","J Biol Chem",10
"29241556","Cell Rep",10
"27692071","Elife",10
"27271942","Plant Biotechnol J",10
"27431009","Sci Rep",10
"25344230","BMC Bioinformatics",10
"27444743","Sci Rep",10
"29166620","Cell Rep",10
"25937634","Acta Pharmacol Sin",10
"25360876","PLoS One",10
"29036633","J Exp Bot",10
"25960144","Sci Rep",10
"27346356","Cell Rep",10
"21253548","J Oncol",10
"27155368","Plant Biotechnol J",10
"29029635","Microbiome",10
"17500038","Comput Biol Chem",10
"23285244","PLoS One",10
"27193598","Sci Rep",10
"24463102","Biochem Biophys Res Commun",10
"27187213","Nat Commun",10
"22675497","PLoS One",10
"28768715","RNA",10
"28716713","Dev Biol",10
"26822725","Sci Rep",10
"28658268","PLoS One",10
"24675968","PLoS One",10
"28617818","PLoS One",10
"24586197","PLoS Genet",10
"28713396","Front Plant Sci",10
"28674527","Front Microbiol",10
"19707567","PLoS One",10
"28630803","PeerJ",10
"26761036","Metabolites",10
"28637485","Microbiome",10
"28566371","J Immunol",10
"23956769","Evid Based Complement Alternat Med",10
"28402567","Nucleic Acids Res",10
"26600273","Biochemistry",10
"26560501","Sci Rep",10
"26258524","AIDS",10
"24827872","CPT Pharmacometrics Syst Pharmacol",10
"21569547","Proteome Sci",10
"28250106","Open Biol",10
"20360043","Nucleic Acids Res",10
"26239621","Sci Rep",10
"28289537","Cell Biosci",10
"28174581","Front Plant Sci",10
"28102348","Sci Rep",10
"24726570","Sleep Med",10
"24435511","Int J Oncol",10
"28056051","PLoS One",10
"26011078","Sci Rep",10
"25992551","PLoS One",10
"29917034","Mol Omics",10
"27911943","PLoS Pathog",10
"18440972","Nucleic Acids Res",10
"25885564","ISME J",10
"27920787","Front Plant Sci",10
"27811063","FASEB J",10
"18824089","Genomics",10
"22606336","PLoS One",10
"23281936","BMC Syst Biol",10
"27630619","Front Microbiol",10
"28239968","J Mass Spectrom",10
"23019017","J Histochem Cytochem",10
"24969586","AIDS Behav",10
"25437437","PLoS One",10
"25408144","BMC Cancer",10
"25433230","Prog Biophys Mol Biol",10
"25412639","Sci Rep",10
"23574622","BMC Med Genomics",10
"25299649","PLoS Comput Biol",10
"27167114","Oncotarget",10
"24688699","Comput Struct Biotechnol J",10
"27228127","PLoS One",10
"20478018","BMC Syst Biol",10
"27158266","Gut Pathog",10
"27259358","Mol Cell Proteomics",10
"25104113","Genome Biol Evol",10
"25086961","BMC Genomics",10
"25096633","BMC Genomics",10
"27115429","PLoS Comput Biol",10
"25102769","BMC Genomics",10
"27030359","BMC Genomics",10
"26935041","Sci Rep",10
"24940782","Biophys J",10
"26949191","Sci Rep",10
"24858780","ISME J",10
"28096802","Front Immunol",10
"22027198","Mol Cell Proteomics",10
"26751956","PLoS One",10
"29036481","Nucleic Acids Res",10
"24330474","BMC Musculoskelet Disord",10
"24205155","PLoS One",10
"24146873","PLoS One",10
"26229149","Mol Cell Proteomics",10
"23936032","PLoS One",10
"21756327","BMC Med Genomics",10
"23815292","BMC Bioinformatics",10
"23583034","Structure",10
"29777108","Nat Commun",10
"23580538","DNA Res",10
"23433342","BMC Evol Biol",10
"23892477","Sci Rep",10
"23299538","Br J Cancer",10
"20370926","BMC Bioinformatics",10
"25644660","J Mol Biol",10
"25513739","Biochemistry",10
"24174440","ILAR J",10
"28122957","J Cell Biol",10
"25293948","Mol Cell Proteomics",10
"25361581","Biol Open",10
"25268127","PLoS One",10
"25080104","PLoS One",10
"22548756","BMC Syst Biol",10
"22475079","Biochemistry",10
"27630120","BMC Plant Biol",10
"24887297","Breast Cancer Res",10
"24748648","Mol Cell Proteomics",10
"22171072","Hum Mol Genet",10
"22046242","PLoS One",10
"24244547","PLoS One",10
"27107014","Mol Syst Biol",10
"23962112","Traffic",10
"26968660","BMC Genomics",10
"21605466","BMC Bioinformatics",10
"23825934","PLoS Comput Biol",10
"17094252","Pac Symp Biocomput",10
"23166660","PLoS One",10
"26209609","Mol Cell Proteomics",10
"19514078","Proteins",10
"22973444","PLoS One",10
"26083494","PLoS Comput Biol",10
"25869471","Elife",10
"23339304","Curr Top Med Chem",10
"22199232","Mol Cell Proteomics",10
"16533914","Genome Res",10
"18578887","BMC Bioinformatics",10
"24160444","BMC Genomics",10
"19799796","BMC Bioinformatics",10
"18816389","BMC Bioinformatics",10
"18402659","Genome Biol",10
"30249048","Viruses",9
"29028877","Bioinformatics",9
"30598639","Cancer Cell Int",9
"30719129","J Cancer",9
"29023449","PLoS Comput Biol",9
"32218151","Viruses",9
"30382873","BMC Med Genomics",9
"30406146","Biomed Res Int",9
"30723390","Hereditas",9
"30008938","Oncol Lett",9
"29092941","Cancer Res",9
"31123405","Onco Targets Ther",9
"30873207","Front Genet",9
"29921304","World J Surg Oncol",9
"30714675","Cancer Med",9
"29782863","Eur J Pharmacol",9
"29074841","Med Sci Monit",9
"28453502","Med Sci Monit",9
"30509999","Proc Natl Acad Sci U S A",9
"30562343","PLoS One",9
"29329575","BMC Cancer",9
"30008862","Oncol Lett",9
"29023447","PLoS Comput Biol",9
"29308433","Sci Adv",9
"30237740","Cancer Manag Res",9
"30405833","J Cancer",9
"29740512","PeerJ",9
"30317555","Immunology",9
"29152078","Oncotarget",9
"26729909","Cold Spring Harb Protoc",9
"28727484","Cell Cycle",9
"30153287","PLoS One",9
"28977850","Oncotarget",9
"29214152","Front Cell Dev Biol",9
"29227670","Anal Chem",9
"30729181","Commun Biol",9
"28943904","Oncol Lett",9
"28168424","Mol Neurobiol",9
"27295368","BMC Bioinformatics",9
"26784240","Membranes (Basel)",9
"27892526","Sci Rep",9
"27203685","PLoS Comput Biol",9
"28970547","Sci Rep",9
"29768624","Mem Inst Oswaldo Cruz",9
"29706558","Lancet Gastroenterol Hepatol",9
"27966600","Sci Rep",9
"28687661","J Immunol",9
"28739827","Infect Immun",9
"28855551","Sci Rep",9
"25541727","PLoS One",9
"28490889","Onco Targets Ther",9
"30558617","J Transl Med",9
"29507054","Mol Syst Biol",9
"27698396","Sci Rep",9
"25520778","F1000Res",9
"31301936","Neuron",9
"27682024","Gene",9
"26793622","Front Cell Infect Microbiol",9
"27252696","Front Microbiol",9
"29213266","Front Microbiol",9
"25237389","BMC Proc",9
"29184082","Sci Rep",9
"27490697","BMC Syst Biol",9
"25273109","Bioinformatics",9
"29190974","Oncotarget",9
"27012959","J Biol Phys",9
"29997621","Front Immunol",9
"31056398","Cancer Cell",9
"30916321","Nucleic Acids Res",9
"29343974","Onco Targets Ther",9
"27001127","Proteomics",9
"28789354","Oncol Lett",9
"26935797","Sci Rep",9
"28824553","Front Microbiol",9
"30930170","Cell Metab",9
"30867414","Nat Commun",9
"30814504","Nat Commun",9
"29321958","FEBS Open Bio",9
"29692855","Evid Based Complement Alternat Med",9
"30787043","EMBO Rep",9
"30787203","Aging (Albany NY)",9
"28893664","Gene",9
"29192815","Ann Am Thorac Soc",9
"30683937","Nat Protoc",9
"27699231","JCI Insight",9
"30349810","Front Oncol",9
"29358339","Mol Cell Proteomics",9
"26272496","Sci Rep",9
"26030594","PLoS One",9
"26000831","PLoS One",9
"28410204","Oncotarget",9
"29476072","Cell Death Dis",9
"25215523","PLoS One",9
"26719042","Gene",9
"26523151","Mol Cytogenet",9
"27037360","Mol Cell Proteomics",9
"30026672","Cancer Cell Int",9
"29155944","Nucleic Acids Res",9
"30404627","BMC Med",9
"29270911","Biogerontology",9
"27846229","PLoS One",9
"29166404","PLoS One",9
"30587927","Drug Des Devel Ther",9
"28649433","NPJ Syst Biol Appl",9
"31263184","Sci Rep",9
"29050374","Gigascience",9
"30086797","Microbiome",9
"23846596","Database (Oxford)",9
"29152100","Oncotarget",9
"23181065","Front Plant Sci",9
"28663595","Sci Rep",9
"30689717","Brief Bioinform",9
"30007914","Mol Cell Proteomics",9
"26458310","Neoplasma",9
"25754993","Curr Protoc Bioinformatics",9
"28786034","Rice (N Y)",9
"27876829","Sci Rep",9
"25573623","Int J Mol Med",9
"28491065","Front Plant Sci",9
"28415816","Oncotarget",9
"29769258","EMBO Mol Med",9
"27095146","Sci Rep",9
"30154156","Cancer Res",9
"29760869","J Extracell Vesicles",9
"31675502","Cell",9
"27014871","PLoS One",9
"29492998","Environ Toxicol Chem",9
"28592803","Sci Rep",9
"26765468","Medicine (Baltimore)",9
"28223351","Mol Cell Proteomics",9
"25324841","Front Immunol",9
"26042135","Front Plant Sci",9
"29276409","Cancer Manag Res",9
"29686467","World J Gastroenterol",9
"26692821","Cancer Cell Int",9
"26222584","PLoS One",9
"26979536","BMC Genomics",9
"25227254","J Obstet Gynaecol Res",9
"28350845","PLoS One",9
"28032857","Cell Death Dis",9
"26889046","Mol Cell Proteomics",9
"23042589","Mol Biosyst",9
"27188237","Sci Rep",9
"29551975","Front Pharmacol",9
"29017446","BMC Bioinformatics",9
"24829448","Nucleic Acids Res",9
"27145271","Oncotarget",9
"31722709","Mol Cancer",9
"29396463","Cell Death Dis",9
"30682815","Plants (Basel)",9
"29715309","PLoS One",9
"25477071","BMC Genomics",9
"27756223","BMC Genomics",9
"29351813","Microbiome",9
"30675188","Gut Pathog",9
"28029655","Oncotarget",9
"26973465","Front Cell Neurosci",9
"25378309","Nucleic Acids Res",9
"23908249","Brief Bioinform",9
"23123364","Prog Neuropsychopharmacol Biol Psychiatry",9
"24700371","Oncol Rep",9
"29383199","Oncotarget",9
"31632373","Front Microbiol",9
"30701698","J Cachexia Sarcopenia Muscle",9
"29138472","Sci Rep",9
"30558534","BMC Bioinformatics",9
"26733251","Physiol Rep",9
"27814692","BMC Genomics",9
"25283328","J Nutr Biochem",9
"29051564","Sci Rep",9
"26504546","Hortic Res",9
"25992874","PLoS One",9
"23585583","Brief Bioinform",9
"29017442","BMC Genomics",9
"28418879","Oncotarget",9
"23625999","Bioinformatics",9
"28588348","Mediators Inflamm",9
"27191501","Oncotarget",9
"27613829","Oncotarget",9
"26106402","Front Plant Sci",9
"23344034","Int J Mol Sci",9
"28851849","mBio",9
"29873696","DNA Res",9
"27438146","Oncotarget",9
"26147903","Proteomics Clin Appl",9
"25273111","Bioinformatics",9
"23994140","Biochim Biophys Acta",9
"30228372","Sci Rep",9
"27632285","PLoS One",9
"28768903","JCI Insight",9
"23749465","Database (Oxford)",9
"24576332","BMC Syst Biol",9
"26572793","BMC Genomics",9
"24062529","G3 (Bethesda)",9
"30089772","Exp Mol Med",9
"22081592","Genome Inform",9
"27145869","Sci Rep",9
"23438205","Wound Repair Regen",9
"28956809","Molecules",9
"30065117","Proc Natl Acad Sci U S A",9
"23327938","Database (Oxford)",9
"25360745","PLoS One",9
"26598648","Mol Cell Proteomics",9
"28800088","Mar Drugs",9
"30030434","Nat Commun",9
"25187039","G3 (Bethesda)",9
"28105216","Oncol Lett",9
"30262956","Indian J Microbiol",9
"29808017","Br J Cancer",9
"23261424","Neurotoxicology",9
"28298908","Front Microbiol",9
"29855262","BMC Plant Biol",9
"28751881","Front Microbiol",9
"20507893","Bioinformatics",9
"30554943","Mol Cell",9
"25379142","Comput Struct Biotechnol J",9
"29941428","Mol Syst Biol",9
"22929553","BMC Syst Biol",9
"23847684","Arch Med Sci",9
"26597759","Exp Cell Res",9
"24944524","Proteome Sci",9
"26819409","Nucleic Acids Res",9
"28086751","BMC Evol Biol",9
"26511362","BMC Genomics",9
"27515514","BMC Genomics",9
"22737063","PLoS Comput Biol",9
"28492501","Nutrients",9
"27421135","Oncotarget",9
"24341673","J Ovarian Res",9
"28464792","BMC Genet",9
"25333814","Mol Med Rep",9
"24594988","PLoS One",9
"26036272","BMC Med Genomics",9
"27981970","Sci Rep",9
"27412925","Sci Rep",9
"26359667","PLoS One",9
"24958150","Metabolites",9
"30781903","Genes (Basel)",9
"29431914","Stem Cells Transl Med",9
"28377764","Front Microbiol",9
"29401383","J Am Chem Soc",9
"26328015","World J Stem Cells",9
"27736938","PLoS One",9
"27347102","Oncol Lett",9
"24565181","BMC Syst Biol",9
"29145611","J Clin Endocrinol Metab",9
"26622675","Oncol Lett",9
"26011592","Metabolites",9
"25682332","Mol Cell Proteomics",9
"24088582","BMC Syst Biol",9
"27035876","Mol Med Rep",9
"25605797","Nucleic Acids Res",9
"25978727","PLoS One",9
"29387060","Front Immunol",9
"23032637","Cancer Inform",9
"26215595","BMC Plant Biol",9
"29382685","J Am Soc Nephrol",9
"25982363","Genet Epidemiol",9
"27464732","BMC Cancer",9
"27226375","J Virol",9
"24098696","PLoS One",9
"23587305","BMC Biol",9
"27738338","Oncotarget",9
"29761457","Methods Mol Biol",9
"27910856","Cancer Gene Ther",9
"28428828","Oncol Lett",9
"25793727","PLoS One",9
"29083322","J Clin Invest",9
"25365520","PLoS One",9
"29296846","Blood Adv",9
"26690544","Oncogenesis",9
"30482722","EBioMedicine",9
"24521303","BMC Syst Biol",9
"28947672","J Bacteriol",9
"30282751","J Immunol",9
"26523118","Bioinform Biol Insights",9
"27045805","Sci Rep",9
"27114874","PeerJ",9
"28835615","Sci Rep",9
"24088301","BMC Bioinformatics",9
"24550717","PLoS Comput Biol",9
"26908325","Br J Cancer",9
"26421281","Biomed Res Int",9
"24870357","PLoS One",9
"28706214","Sci Rep",9
"28717220","Sci Rep",9
"28969025","Oncotarget",9
"28783712","Aging (Albany NY)",9
"28887495","Sci Rep",9
"26819139","BMC Genomics",9
"26206757","Rice (N Y)",9
"27215321","Biol Open",9
"23761446","Nucleic Acids Res",9
"24765068","Front Behav Neurosci",9
"28662642","BMC Genomics",9
"30041622","BMC Plant Biol",9
"28570268","JCI Insight",9
"26712209","Infect Immun",9
"24972093","PLoS One",9
"24475040","PLoS One",9
"28482794","BMC Bioinformatics",9
"28649412","NPJ Biofilms Microbiomes",9
"26500258","Genetics",9
"26480823","BMC Genomics",9
"29929545","Mol Cancer",9
"29884244","Microbiome",9
"22694481","BMC Bioinformatics",9
"24743346","PLoS One",9
"29843474","Int J Mol Sci",9
"28427452","Mol Brain",9
"24743545","PLoS One",9
"29899369","Nat Commun",9
"20647521","Bioinformatics",9
"28314864","Neurology",9
"28494812","J Transl Med",9
"28229988","Chin Med J (Engl)",9
"22195173","AMIA Annu Symp Proc",9
"24440445","Toxicol Appl Pharmacol",9
"26694548","PLoS One",9
"29642001","Cell Rep",9
"22369208","BMC Genomics",9
"22187154","Nucleic Acids Res",9
"26575483","PLoS One",9
"26125026","Biomed Res Int",9
"28086860","BMC Genomics",9
"24350286","Biomed Res Int",9
"27955979","J Mol Cell Cardiol",9
"29564395","mSphere",9
"26451979","Curr Opin Genet Dev",9
"28209137","BMC Plant Biol",9
"27920729","Front Physiol",9
"25880691","Cell Commun Signal",9
"23390352","Bioinformation",9
"25276827","Biomed Res Int",9
"27782208","Sci Rep",9
"28063254","CPT Pharmacometrics Syst Pharmacol",9
"27806696","BMC Genomics",9
"27731423","Sci Rep",9
"29324649","Metabolites",9
"25689853","PLoS One",9
"25687571","Mol Cell Proteomics",9
"29312421","Front Plant Sci",9
"23840611","PLoS One",9
"24280312","Rice (N Y)",9
"19492072","PLoS Comput Biol",9
"29259243","Sci Rep",9
"27509054","Oncotarget",9
"23658709","PLoS One",9
"26261598","Int J Clin Exp Pathol",9
"29181447","mSystems",9
"22194848","PLoS One",9
"30952657","Cancer Discov",9
"29109519","Sci Rep",9
"25955033","PLoS One",9
"29109406","Sci Rep",9
"22012987","Database (Oxford)",9
"29084988","Sci Rep",9
"29114017","RNA",9
"27378925","Front Pharmacol",9
